marca,modelo,km,potencia,fecha_registro,tipo_gasolina,color,tipo_coche,volante_regulable,aire_acondicionado,camara_trasera,asientos_traseros_plegables,elevalunas_electrico,bluetooth,gps,alerta_lim_velocidad,precio,fecha_venta
,320,107393.0,135.0,2014-04-01,diesel,white,estate,False,True,False,,True,False,True,False,15100.0,2018-03-01
BMW,318,159451.0,105.0,2014-07-01,diesel,black,estate,False,True,False,,False,False,True,True,12700.0,2018-03-01
BMW,318,147558.0,105.0,2014-11-01,,white,estate,False,,False,,False,False,False,True,100.0,2018-03-01
BMW,320,236009.0,135.0,,diesel,blue,,False,False,False,,False,False,True,False,4500.0,2018-03-01
BMW,318,161595.0,100.0,,diesel,black,estate,True,True,False,,False,False,True,False,9500.0,2018-03-01
,318,153062.0,100.0,,diesel,grey,estate,True,True,False,,False,False,True,False,10800.0,2018-03-01
,520,299054.0,135.0,2011-03-01,diesel,brown,estate,True,True,True,,True,True,True,False,11700.0,2018-03-01
BMW,318,152233.0,105.0,2014-05-01,diesel,blue,estate,False,True,False,False,True,True,True,True,16900.0,2018-03-01
BMW,530,211430.0,190.0,2012-04-01,diesel,grey,,True,True,True,,True,False,True,True,17600.0,2018-03-01
BMW,320,152317.0,135.0,2013-05-01,diesel,grey,estate,True,True,True,False,True,False,True,,12700.0,2018-03-01
,520,84275.0,120.0,2012-03-01,diesel,,estate,True,True,False,False,False,False,True,False,16700.0,2018-03-01
,520,209731.0,120.0,,diesel,grey,,True,True,False,,False,False,True,True,12500.0,2018-03-01
BMW,318,82406.0,105.0,2014-08-01,diesel,black,,True,True,True,True,True,False,True,False,16400.0,2018-03-01
,318,195644.0,100.0,2013-10-01,diesel,brown,,True,True,False,,False,False,True,,10600.0,2018-03-01
BMW,318,172160.0,100.0,2013-02-01,diesel,black,estate,True,True,False,False,False,False,True,False,9500.0,2018-03-01
BMW,520,157831.0,135.0,2012-06-01,diesel,grey,estate,True,True,False,False,True,,True,True,13700.0,2018-03-01
BMW,318,145306.0,100.0,,diesel,brown,estate,False,True,False,,False,False,True,,10600.0,2018-03-01
BMW,518,200001.0,105.0,2014-01-01,diesel,,,True,True,True,,True,False,True,True,15400.0,2018-03-01
BMW,520,142340.0,140.0,,diesel,black,estate,True,True,True,,True,,True,True,20200.0,2018-03-01
BMW,525,177041.0,160.0,2014-06-01,diesel,black,estate,True,True,True,,False,False,True,True,800.0,2018-03-01
BMW,318,160333.0,100.0,,diesel,white,estate,False,False,False,,False,True,True,False,9600.0,2018-09-01
BMW,520,98536.0,135.0,,diesel,grey,,True,True,False,False,True,,True,False,15600.0,2018-03-01
BMW,318,132747.0,105.0,,diesel,black,estate,False,True,False,,True,False,True,False,11900.0,2018-03-01
BMW,318,190196.0,105.0,,diesel,,estate,False,True,False,,False,False,True,True,10700.0,2018-03-01
BMW,520,134724.0,135.0,,diesel,grey,estate,False,True,False,,True,,True,True,17700.0,2018-03-01
BMW,520,166676.0,135.0,,diesel,brown,estate,True,True,False,False,True,False,True,False,15800.0,2018-07-01
BMW,320,168029.0,135.0,2012-10-01,diesel,silver,,True,True,False,,True,True,True,True,13400.0,2018-03-01
BMW,318,186700.0,105.0,,diesel,grey,estate,False,True,False,,False,False,True,False,10500.0,2018-03-01
BMW,535,234336.0,230.0,,diesel,black,,True,True,False,,True,True,True,True,19200.0,2018-03-01
BMW,318,127659.0,105.0,2014-02-01,diesel,,,False,False,False,,True,False,True,False,12500.0,2018-03-01
BMW,320,164900.0,120.0,,Diesel,grey,estate,False,True,True,,True,True,True,False,11800.0,2018-03-01
BMW,520,301534.0,135.0,2011-08-01,diesel,black,estate,True,True,True,,True,False,True,True,9200.0,2018-03-01
,520,129258.0,140.0,2014-09-01,diesel,blue,,False,True,False,,False,True,True,True,22600.0,2018-03-01
BMW,525,70138.0,160.0,,diesel,silver,estate,False,False,False,,False,False,False,True,20900.0,2018-03-01
BMW,320,77703.0,135.0,,diesel,black,,True,True,False,,True,True,True,,21400.0,2018-03-01
BMW,320,262458.0,110.0,,diesel,grey,,True,True,True,,False,False,True,False,5000.0,2018-03-01
,320,163777.0,120.0,2014-10-01,Diesel,black,estate,False,True,False,,False,,True,True,12700.0,2018-03-01
BMW,320,25974.0,120.0,,diesel,black,estate,False,True,False,False,False,False,True,False,9500.0,2018-03-01
,520,164400.0,135.0,,diesel,white,estate,True,True,True,,True,True,True,True,16200.0,2018-03-01
BMW,520,134804.0,135.0,2014-04-01,diesel,blue,,False,True,False,False,True,False,True,True,19600.0,2018-04-01
BMW,320,101580.0,135.0,,diesel,black,,False,,False,False,False,False,False,True,13300.0,2018-03-01
BMW,320,178507.0,120.0,,diesel,black,estate,True,True,False,,False,False,True,True,11800.0,2018-03-01
,318,164950.0,100.0,2013-06-01,diesel,white,estate,True,True,False,False,False,False,True,False,10500.0,2018-03-01
BMW,320,248730.0,110.0,2007-08-01,diesel,grey,,True,True,True,,False,False,True,False,5100.0,2018-03-01
BMW,520,126444.0,140.0,2015-03-01,diesel,black,,True,True,True,False,True,False,True,,20100.0,2018-03-01
,320,179056.0,122.0,,diesel,white,,True,True,False,,True,False,True,True,12100.0,2018-03-01
BMW,525,266607.0,150.0,,diesel,black,estate,True,True,True,,True,True,True,True,15300.0,2018-07-01
BMW,320,155136.0,120.0,2012-10-01,diesel,black,estate,False,False,False,,False,False,True,False,10700.0,2018-08-01
BMW,523,175642.0,150.0,,petrol,grey,estate,True,True,False,False,True,False,True,,14300.0,2018-03-01
,318,106355.0,100.0,,diesel,blue,estate,True,True,False,,False,False,True,False,13100.0,2018-04-01
BMW,520,205474.0,135.0,,diesel,black,estate,True,True,True,,True,,True,True,14600.0,2018-03-01
BMW,320,235022.0,110.0,,diesel,black,estate,True,False,True,,False,False,True,,4300.0,2018-03-01
BMW,530,148632.0,190.0,2013-03-01,diesel,black,estate,True,True,True,,True,True,True,True,19200.0,2018-03-01
BMW,320,187608.0,135.0,2014-06-01,diesel,blue,estate,True,True,False,False,False,False,True,True,11500.0,2018-04-01
BMW,318,175042.0,105.0,,diesel,blue,estate,False,True,False,False,True,False,True,False,12100.0,2018-03-01
BMW,318,161215.0,105.0,2014-01-01,diesel,,estate,False,False,False,,False,False,True,False,800.0,2018-03-01
BMW,530,130121.0,190.0,2014-02-01,diesel,grey,estate,True,True,True,,True,,True,,20500.0,2018-03-01
,530,314540.0,142.0,2001-04-01,diesel,blue,estate,False,False,False,False,False,False,True,True,1300.0,2018-03-01
BMW,318,121430.0,105.0,2013-01-01,diesel,white,estate,False,True,False,,True,False,True,False,15600.0,2018-03-01
BMW,316,210105.0,85.0,2013-07-01,diesel,,estate,False,True,False,,False,False,True,False,8900.0,2018-03-01
BMW,525,199520.0,160.0,2012-05-01,diesel,silver,estate,False,,False,True,True,False,True,True,14900.0,2018-06-01
BMW,320,97634.0,120.0,,diesel,black,,False,True,False,False,False,,True,True,15100.0,2018-03-01
BMW,520,177557.0,120.0,,diesel,grey,,True,True,False,,False,False,True,False,11400.0,2018-03-01
,318,154267.0,105.0,2013-02-01,diesel,,,False,,False,,False,False,True,True,11900.0,2018-03-01
BMW,520,258239.0,100.0,,diesel,blue,,True,,False,False,False,,True,False,1900.0,2018-03-01
,318,129614.0,105.0,2014-02-01,diesel,black,,False,True,False,,False,,True,,13400.0,2018-03-01
BMW,316,131474.0,85.0,2013-01-01,diesel,blue,,False,True,False,,False,False,True,False,10600.0,2018-03-01
BMW,320,178944.0,122.0,2013-12-01,Diesel,blue,,True,True,False,,True,False,True,True,6500.0,2018-03-01
BMW,320,89989.0,135.0,2013-06-01,diesel,black,estate,False,,False,,False,False,False,True,12900.0,2018-03-01
BMW,318,146248.0,100.0,,diesel,,,True,True,True,False,False,,True,,11300.0,2018-03-01
BMW,316,75269.0,85.0,2015-01-01,diesel,blue,,False,,False,,False,False,True,False,8200.0,2018-06-01
BMW,316,257000.0,85.0,,diesel,black,,False,True,False,False,False,False,True,False,8200.0,2018-03-01
BMW,320,172710.0,120.0,,diesel,black,estate,False,True,False,,True,,True,False,13400.0,2018-03-01
BMW,316,150204.0,85.0,,diesel,blue,,False,True,False,False,False,False,True,False,5700.0,2018-03-01
BMW,518,147098.0,105.0,,diesel,black,estate,False,True,False,,True,False,True,True,9600.0,2018-03-01
BMW,318,127670.0,100.0,2014-10-01,diesel,brown,,False,True,False,,False,False,True,False,12100.0,2018-03-01
,320,123492.0,135.0,2014-01-01,diesel,silver,,False,True,False,,False,False,True,True,14900.0,2018-03-01
BMW,520,222723.0,120.0,2007-04-01,diesel,black,estate,True,True,False,False,False,False,True,True,6100.0,2018-03-01
BMW,530,184754.0,190.0,2014-06-01,diesel,grey,estate,False,True,False,True,True,True,True,True,19900.0,2018-03-01
BMW,316,140289.0,85.0,,diesel,blue,estate,False,False,False,,False,False,True,True,800.0,2018-03-01
BMW,525,192114.0,160.0,,diesel,white,estate,True,True,True,,True,,True,True,18100.0,2018-03-01
,318,140525.0,100.0,,diesel,blue,estate,True,True,False,,False,False,True,False,12000.0,2018-03-01
BMW,520,230451.0,130.0,,diesel,grey,estate,True,False,False,False,True,False,True,False,7500.0,2018-06-01
BMW,530,223328.0,190.0,2013-02-01,diesel,black,,True,,True,False,False,,True,,15800.0,2018-03-01
BMW,520,135740.0,120.0,2013-03-01,diesel,brown,,True,True,False,,False,False,True,False,15200.0,2018-03-01
BMW,520,136158.0,137.0,2013-07-01,diesel,grey,estate,False,True,False,,False,False,True,,14300.0,2018-03-01
,320,133373.0,135.0,2012-10-01,diesel,black,estate,False,True,False,False,True,True,True,True,13100.0,2018-03-01
,318,151280.0,105.0,2014-07-01,diesel,,estate,False,True,False,,True,False,True,False,11500.0,2018-03-01
BMW,525,121332.0,160.0,2014-04-01,diesel,black,estate,True,True,False,,True,False,True,True,26300.0,2018-03-01
BMW,318,106463.0,100.0,,diesel,blue,estate,True,True,False,,False,False,True,False,13400.0,2018-06-01
BMW,320,60534.0,135.0,,diesel,blue,,False,False,False,,True,False,True,True,17700.0,2018-03-01
BMW,520,126607.0,135.0,,diesel,grey,estate,False,True,False,,True,True,True,True,19600.0,2018-03-01
,530,156160.0,173.0,2008-05-01,diesel,grey,,True,True,False,False,True,False,True,True,7700.0,2018-03-01
BMW,320,188791.0,120.0,2005-10-01,diesel,black,estate,False,True,True,,False,False,True,False,4500.0,2018-03-01
BMW,525,305358.0,120.0,,diesel,blue,estate,True,True,False,,False,False,True,True,4400.0,2018-03-01
BMW,318,127499.0,100.0,2013-07-01,diesel,grey,,False,True,False,,False,False,True,,10600.0,2018-03-01
,520,123531.0,135.0,2014-04-01,diesel,brown,estate,True,,False,,True,True,True,True,22400.0,2018-03-01
,316,158300.0,85.0,2014-05-01,diesel,white,estate,True,False,False,,False,False,True,False,9800.0,2018-03-01
BMW,320,184455.0,120.0,2013-07-01,diesel,blue,estate,False,True,False,,False,,True,True,10400.0,2018-03-01
,318,174259.0,105.0,,diesel,blue,estate,True,True,False,,False,False,True,True,12200.0,2018-03-01
,520,65811.0,135.0,2013-02-01,diesel,black,estate,True,True,False,,True,,True,True,23200.0,2018-03-01
BMW,318,131597.0,100.0,2014-05-01,diesel,,estate,False,True,False,False,True,False,True,False,11500.0,2018-03-01
BMW,316,149817.0,85.0,,diesel,white,,False,True,False,,False,False,True,True,11400.0,2018-03-01
,520,206944.0,135.0,2013-10-01,diesel,grey,estate,False,True,False,False,True,False,True,True,14100.0,2018-03-01
BMW,520,122998.0,135.0,,diesel,black,estate,False,True,False,,True,False,True,True,17600.0,2018-03-01
BMW,520,185238.0,135.0,2013-10-01,diesel,grey,,False,True,False,,True,,True,True,21700.0,2018-03-01
BMW,320,163472.0,135.0,,diesel,brown,estate,True,True,True,,True,True,True,False,14600.0,2018-03-01
BMW,520,163376.0,120.0,2013-09-01,diesel,white,estate,True,True,False,,True,False,True,False,14800.0,2018-06-01
BMW,316,77008.0,85.0,,diesel,brown,estate,True,True,False,,True,False,True,False,10900.0,2018-03-01
BMW,520,152679.0,120.0,2012-03-01,diesel,,estate,False,False,False,,False,False,True,,13700.0,2018-04-01
BMW,520,289948.0,120.0,2009-01-01,diesel,blue,,True,True,False,,False,False,True,True,7400.0,2018-08-01
,520,157989.0,135.0,,diesel,grey,estate,False,True,True,False,True,False,True,True,12600.0,2018-03-01
BMW,530,148328.0,190.0,,Diesel,grey,estate,True,True,False,,True,True,True,True,23100.0,2018-07-01
BMW,320,176269.0,135.0,2013-02-01,diesel,black,estate,False,True,False,,False,False,True,False,3700.0,2018-03-01
BMW,318,19937.0,110.0,,diesel,black,estate,False,True,False,,False,True,True,True,22400.0,2018-03-01
BMW,320,163459.0,135.0,,diesel,black,estate,False,False,False,,True,False,True,False,13700.0,2018-03-01
BMW,320,144104.0,120.0,,diesel,white,estate,True,True,False,,True,,True,False,16500.0,2018-03-01
BMW,318,308735.0,90.0,2007-06-01,diesel,blue,,True,False,False,False,False,False,True,False,3700.0,2018-03-01
BMW,316,125207.0,85.0,2013-03-01,diesel,grey,estate,False,False,False,,False,,True,True,10400.0,2018-03-01
BMW,320,200906.0,120.0,,diesel,black,,True,True,False,,True,False,True,,13400.0,2018-03-01
,530,181011.0,190.0,2014-04-01,diesel,blue,estate,True,True,False,True,True,True,True,True,22200.0,2018-03-01
BMW,520,137667.0,137.0,2013-06-01,diesel,black,estate,True,True,True,False,True,True,True,True,16400.0,2018-03-01
BMW,530,126368.0,190.0,,diesel,black,estate,False,True,False,,True,False,True,True,22000.0,2018-03-01
BMW,320,165421.0,135.0,2013-01-01,diesel,blue,,False,False,False,False,False,,True,False,9200.0,2018-04-01
BMW,520,129329.0,135.0,,diesel,silver,estate,False,True,False,,True,,True,True,18800.0,2018-04-01
BMW,320,129826.0,120.0,,diesel,silver,,True,True,False,False,False,,True,True,13900.0,2018-03-01
BMW,520,143386.0,120.0,,diesel,black,estate,True,True,True,False,True,False,True,True,19000.0,2018-03-01
BMW,520,135200.0,120.0,2013-01-01,diesel,black,,True,True,False,False,False,True,True,True,15200.0,2018-03-01
BMW,320,127944.0,120.0,,diesel,brown,estate,False,True,False,,True,,True,True,13800.0,2018-03-01
BMW,520,124523.0,120.0,2012-09-01,diesel,blue,estate,True,True,True,,False,,True,True,15600.0,2018-03-01
BMW,520,260960.0,120.0,2008-06-01,diesel,,estate,True,True,False,,False,False,True,,5600.0,2018-04-01
BMW,318,151089.0,105.0,,diesel,silver,estate,False,True,False,,False,True,True,True,12100.0,2018-03-01
BMW,320,160017.0,135.0,,petrol,white,estate,False,True,True,,True,False,False,True,14300.0,2018-03-01
BMW,520,185387.0,120.0,2011-10-01,diesel,brown,estate,True,True,False,,False,False,True,False,7100.0,2018-03-01
BMW,520,150779.0,135.0,2014-04-01,diesel,blue,estate,True,True,True,,True,False,True,True,20300.0,2018-03-01
BMW,520,170856.0,120.0,2012-10-01,diesel,brown,,True,True,False,False,True,False,True,False,14200.0,2018-03-01
BMW,520,210574.0,135.0,2011-11-01,diesel,black,estate,True,True,False,,False,False,True,True,11900.0,2018-03-01
BMW,320,106990.0,135.0,,diesel,white,estate,False,True,False,,True,True,True,,16100.0,2018-03-01
,525,154035.0,160.0,,diesel,black,,True,True,False,,True,,True,True,23100.0,2018-04-01
BMW,320,143455.0,135.0,,diesel,black,estate,False,True,False,,False,False,True,,14600.0,2018-03-01
BMW,320,309458.0,135.0,,diesel,black,estate,True,True,False,,True,False,True,True,9700.0,2018-03-01
BMW,318,162056.0,105.0,,diesel,red,,False,True,False,,False,False,True,False,9500.0,2018-03-01
BMW,525,44211.0,160.0,,diesel,black,estate,False,False,False,,False,False,False,False,7600.0,2018-03-01
BMW,320,183892.0,120.0,,diesel,grey,estate,True,True,False,True,False,False,True,True,5000.0,2018-04-01
BMW,316,143651.0,85.0,2013-05-01,diesel,blue,estate,False,True,True,,False,True,True,False,14900.0,2018-03-01
BMW,520,188004.0,135.0,2014-03-01,diesel,grey,,True,True,False,,True,False,True,True,18100.0,2018-03-01
BMW,520,184731.0,135.0,,diesel,black,,False,True,False,,True,True,True,True,14000.0,2018-04-01
BMW,520,74833.0,120.0,,diesel,black,estate,True,,False,,False,False,True,False,17100.0,2018-03-01
BMW,320,162609.0,135.0,2014-03-01,diesel,grey,,True,True,False,False,True,True,True,True,16400.0,2018-04-01
BMW,530,144302.0,190.0,2014-04-01,diesel,black,estate,True,True,False,,True,False,True,,21500.0,2018-03-01
BMW,318,117321.0,100.0,2008-11-01,diesel,grey,,True,False,False,,False,,True,False,8000.0,2018-04-01
BMW,520,195902.0,140.0,,diesel,black,estate,True,True,True,,True,,True,True,15600.0,2018-03-01
BMW,318,153125.0,105.0,,diesel,,,False,False,False,False,True,False,True,False,13100.0,2018-04-01
BMW,318,3478.0,100.0,,diesel,blue,estate,True,True,False,False,False,False,True,False,21400.0,2018-03-01
BMW,520,167112.0,135.0,2013-11-01,diesel,black,,True,True,False,,True,False,True,True,18900.0,2018-03-01
BMW,320,175217.0,135.0,2012-12-01,diesel,grey,,True,True,False,,True,True,True,False,12600.0,2018-03-01
BMW,530,268961.0,190.0,,diesel,white,estate,True,True,False,True,True,,True,True,15800.0,2018-03-01
BMW,520,104531.0,135.0,,diesel,white,estate,True,True,False,True,True,True,True,True,20200.0,2018-03-01
BMW,318,147933.0,100.0,,diesel,grey,estate,False,True,False,,False,False,True,,10700.0,2018-03-01
BMW,318,157848.0,105.0,,diesel,white,estate,False,True,False,False,False,True,True,True,13400.0,2018-03-01
BMW,316,81329.0,85.0,2014-04-01,diesel,grey,,False,False,False,False,False,False,True,False,15800.0,2018-03-01
BMW,318,105026.0,105.0,2014-10-01,Diesel,grey,estate,False,True,False,,True,True,True,False,15700.0,2018-03-01
BMW,520,122723.0,120.0,,diesel,grey,,True,True,False,,True,False,True,True,18000.0,2018-03-01
BMW,318,84120.0,105.0,,diesel,,estate,True,,False,,False,False,True,False,16300.0,2018-03-01
BMW,520,83215.0,135.0,,diesel,white,estate,False,True,False,,True,True,True,,26800.0,2018-03-01
BMW,520,161815.0,135.0,,diesel,white,estate,False,True,False,True,True,False,True,True,18800.0,2018-03-01
BMW,316,208925.0,85.0,2013-07-01,diesel,grey,estate,False,True,False,,False,False,True,False,8200.0,2018-03-01
BMW,518,179584.0,105.0,2014-05-01,diesel,black,estate,True,True,False,,True,,True,True,14400.0,2018-03-01
BMW,525,160142.0,160.0,2013-04-01,diesel,blue,,True,True,False,,True,True,True,True,18600.0,2018-03-01
BMW,318,119781.0,100.0,,diesel,grey,estate,True,,False,False,False,False,True,False,11400.0,2018-09-01
BMW,525,134189.0,155.0,2012-05-01,diesel,grey,estate,True,True,True,,True,False,True,True,16100.0,2018-03-01
,320,149074.0,135.0,,diesel,white,estate,False,True,True,,False,,True,True,10800.0,2018-03-01
BMW,525,178000.0,160.0,2014-06-01,diesel,black,estate,True,True,True,,False,False,True,True,16400.0,2018-03-01
BMW,525,197565.0,120.0,2001-05-01,diesel,blue,estate,True,False,False,,False,False,True,False,1900.0,2018-03-01
BMW,525,39757.0,160.0,2013-05-01,diesel,grey,,True,True,False,,True,False,True,True,23500.0,2018-03-01
BMW,530,128249.0,190.0,2013-10-01,diesel,black,estate,True,True,False,,True,True,True,True,20100.0,2018-03-01
BMW,520,300676.0,120.0,,diesel,white,estate,True,True,False,False,True,False,True,True,7600.0,2018-03-01
BMW,520,179339.0,120.0,2012-02-01,diesel,grey,estate,True,True,False,,False,False,True,True,11900.0,2018-03-01
BMW,318,143218.0,100.0,,diesel,silver,estate,True,True,False,,False,False,True,False,11800.0,2018-03-01
BMW,320,137833.0,120.0,,petrol,grey,,True,False,False,,False,False,True,False,6100.0,2018-03-01
BMW,318,236591.0,100.0,,diesel,grey,,True,True,False,,False,False,True,False,6700.0,2018-03-01
BMW,320,304719.0,110.0,,petrol,,,True,True,False,,False,False,True,False,4200.0,2018-03-01
BMW,320,171275.0,120.0,2013-10-01,diesel,blue,estate,True,True,False,,True,False,True,True,11700.0,2018-03-01
BMW,330,107464.0,190.0,2013-06-01,diesel,grey,estate,False,False,False,False,False,False,False,True,16700.0,2018-03-01
,320,201589.0,137.0,,diesel,white,estate,True,True,False,,True,True,True,True,15000.0,2018-03-01
BMW,520,162610.0,135.0,2014-05-01,diesel,white,estate,False,True,False,True,True,False,True,True,20500.0,2018-03-01
BMW,318,206361.0,105.0,2014-08-01,diesel,blue,estate,False,True,False,False,False,,True,True,11400.0,2018-03-01
BMW,320,114413.0,120.0,2013-01-01,diesel,brown,estate,True,True,False,False,False,False,True,False,14100.0,2018-03-01
BMW,320,148909.0,135.0,2012-12-01,diesel,blue,,False,False,False,,False,False,False,False,800.0,2018-03-01
BMW,320,111093.0,135.0,,diesel,black,estate,True,True,True,,True,True,True,True,20100.0,2018-03-01
BMW,525,193694.0,160.0,,diesel,,estate,True,True,False,False,True,True,True,True,19000.0,2018-03-01
BMW,320,187837.0,135.0,,diesel,black,,True,True,False,,True,,True,True,15500.0,2018-03-01
BMW,318,198080.0,105.0,,diesel,silver,,False,True,False,False,False,,True,True,11400.0,2018-03-01
BMW,520,75367.0,120.0,,diesel,,estate,True,True,True,False,False,False,True,False,17300.0,2018-03-01
,520,191841.0,135.0,2014-04-01,diesel,black,,True,True,True,,True,True,True,True,19300.0,2018-03-01
BMW,X3,112349.0,130.0,2010-02-01,diesel,white,estate,False,False,False,,False,False,True,,9500.0,2018-03-01
,318,83117.0,105.0,2014-05-01,diesel,white,,False,,False,,True,,True,True,19300.0,2018-03-01
BMW,520,160986.0,135.0,2013-11-01,diesel,blue,estate,False,True,True,False,True,False,True,False,14900.0,2018-03-01
BMW,318,177825.0,100.0,2013-10-01,diesel,silver,estate,True,True,False,,False,False,True,,9900.0,2018-04-01
BMW,530,109270.0,190.0,2013-12-01,diesel,,,True,False,False,,True,True,True,True,20700.0,2018-04-01
BMW,318,120833.0,100.0,,diesel,black,estate,False,,True,False,False,False,True,False,8100.0,2018-04-01
BMW,316,148637.0,85.0,,diesel,brown,estate,False,True,False,,False,False,True,False,10200.0,2018-04-01
BMW,520,246501.0,120.0,,diesel,,estate,False,True,False,,False,False,True,False,5500.0,2018-04-01
BMW,520,174042.0,135.0,2014-05-01,diesel,black,estate,False,True,False,,True,,True,True,18400.0,2018-04-01
BMW,318,109416.0,105.0,2014-11-01,diesel,black,estate,False,,False,,False,False,True,True,14300.0,2018-04-01
BMW,520,261161.0,120.0,2008-07-01,diesel,black,,True,True,True,,True,False,True,True,5000.0,2018-04-01
BMW,318,148429.0,100.0,2013-06-01,diesel,,estate,False,True,False,False,False,True,True,False,10500.0,2018-04-01
BMW,320,174604.0,122.0,2013-04-01,diesel,black,estate,False,True,False,False,False,False,True,True,12600.0,2018-04-01
BMW,525,102732.0,160.0,2014-09-01,diesel,grey,,False,True,False,,True,False,True,True,20300.0,2018-04-01
BMW,318,115521.0,100.0,2013-02-01,diesel,black,,False,True,False,,False,False,True,False,10800.0,2018-04-01
,318,164550.0,100.0,2011-08-01,diesel,black,estate,False,False,False,,False,False,True,,4900.0,2018-04-01
BMW,316,144165.0,85.0,2013-11-01,diesel,grey,estate,False,True,False,False,False,False,True,True,11800.0,2018-04-01
,520,273538.0,100.0,,diesel,silver,,True,False,False,False,False,False,True,False,1300.0,2018-04-01
BMW,320,148188.0,135.0,,diesel,black,estate,False,True,False,,True,True,True,True,14000.0,2018-04-01
BMW,520,157807.0,120.0,2012-09-01,diesel,blue,estate,True,True,False,,False,False,True,False,13600.0,2018-04-01
BMW,530,191233.0,190.0,,diesel,grey,estate,True,True,False,,True,False,True,,16700.0,2018-04-01
BMW,320,164973.0,135.0,,diesel,blue,estate,False,False,False,,False,False,True,,800.0,2018-04-01
BMW,520,84454.0,120.0,,diesel,brown,estate,True,True,False,,True,False,True,True,21200.0,2018-04-01
,320,183569.0,135.0,2014-05-01,diesel,brown,,False,True,False,,False,False,True,False,10700.0,2018-04-01
BMW,320,110239.0,135.0,,diesel,white,estate,False,True,False,,True,True,True,False,15400.0,2018-04-01
BMW,320,158735.0,135.0,2014-11-01,diesel,silver,estate,False,,False,False,False,False,True,True,14000.0,2018-04-01
BMW,320,100669.0,120.0,2013-09-01,diesel,,,True,,False,,True,False,True,False,12500.0,2018-08-01
BMW,316,80381.0,85.0,2012-06-01,diesel,grey,estate,False,True,False,,False,False,True,False,7700.0,2018-04-01
BMW,318,88562.0,100.0,2012-04-01,diesel,,estate,False,,False,False,False,False,True,False,9400.0,2018-04-01
BMW,520,105886.0,135.0,2013-01-01,diesel,,,False,True,False,False,True,,True,False,16700.0,2018-07-01
BMW,520,123492.0,120.0,,diesel,black,estate,True,True,False,,False,False,True,False,14400.0,2018-04-01
BMW,320,38620.0,135.0,2014-07-01,diesel,grey,estate,False,True,False,True,False,,True,True,19600.0,2018-09-01
BMW,318,139736.0,100.0,2009-02-01,diesel,,estate,False,False,False,False,False,,True,False,5800.0,2018-04-01
BMW,320,110286.0,120.0,,diesel,blue,,False,False,True,,False,False,False,False,6000.0,2018-04-01
,316,157485.0,85.0,,diesel,brown,estate,False,True,False,,False,False,True,False,8400.0,2018-04-01
BMW,520,145050.0,120.0,2011-04-01,diesel,black,estate,True,True,False,False,True,True,True,,15800.0,2018-04-01
BMW,320,175035.0,135.0,2013-12-01,diesel,black,estate,True,True,False,,True,False,True,,8200.0,2018-04-01
BMW,525,137237.0,160.0,,diesel,brown,estate,True,,False,,True,True,True,True,18600.0,2018-04-01
BMW,525,197468.0,120.0,,diesel,blue,estate,True,False,False,,False,,True,False,1900.0,2018-04-01
BMW,520,225684.0,110.0,,diesel,silver,estate,True,True,False,,False,False,True,False,5800.0,2018-04-01
,318,150658.0,105.0,,diesel,,estate,False,True,False,False,True,,True,True,13300.0,2018-04-01
BMW,318,157661.0,100.0,2013-06-01,diesel,,estate,False,True,False,False,False,False,True,False,7700.0,2018-04-01
BMW,316,127445.0,85.0,2013-08-01,diesel,grey,estate,True,True,False,,True,True,True,False,11100.0,2018-04-01
BMW,520,52378.0,120.0,,diesel,black,estate,True,True,False,,True,False,True,,22400.0,2018-04-01
BMW,518,88459.0,100.0,,diesel,black,estate,True,True,False,,False,False,True,False,15100.0,2018-04-01
BMW,316,162756.0,85.0,2014-02-01,diesel,grey,,True,True,False,,False,,True,True,11300.0,2018-04-01
BMW,318,216472.0,105.0,2012-05-01,diesel,black,estate,True,True,False,,True,True,True,False,8800.0,2018-04-01
BMW,318,178160.0,100.0,,diesel,grey,estate,True,True,True,,True,True,True,True,12300.0,2018-04-01
BMW,318,237294.0,100.0,2009-01-01,diesel,grey,estate,True,True,False,False,False,,True,False,6700.0,2018-04-01
BMW,520,140380.0,135.0,2013-09-01,diesel,black,estate,False,True,False,,True,,True,True,19600.0,2018-04-01
BMW,525,130343.0,160.0,,diesel,silver,,False,,False,,False,False,True,True,16100.0,2018-04-01
BMW,525,261166.0,150.0,2010-10-01,diesel,black,estate,True,True,True,,True,True,True,True,14000.0,2018-04-01
BMW,520,171516.0,135.0,2012-04-01,diesel,black,,False,True,False,,True,False,True,True,15200.0,2018-04-01
BMW,320,78520.0,135.0,2013-01-01,diesel,silver,estate,False,False,False,,False,False,False,False,17100.0,2018-04-01
BMW,320,221832.0,120.0,,diesel,grey,estate,True,True,False,,True,False,True,True,11400.0,2018-04-01
BMW,525,98377.0,160.0,2013-02-01,diesel,black,estate,True,True,False,,True,False,True,True,23200.0,2018-04-01
BMW,318,134156.0,105.0,2014-06-01,diesel,grey,estate,False,True,False,,False,False,False,True,100.0,2018-04-01
,520,109653.0,135.0,2013-05-01,diesel,grey,,True,True,True,False,True,,True,,21200.0,2018-06-01
BMW,520,114112.0,135.0,2014-02-01,diesel,black,estate,False,True,False,,True,False,True,True,17300.0,2018-04-01
